remitente,destinatario,asunto,fecha_envio,tamano,num_destinatarios,contenido,num_enlaces,adjunto,etiqueta
ana-sofiaserna@example.org,albino29@example.org,OFERTA exclusiva solo hoy,2025-05-28 02:42:13,317,2,imágenes propia mí aunque otros vida oferta limitada,4,DOCX,spam
irissegui@example.net,bernardita19@example.com,Trabajo desde casa y gana $$$,2025-08-08 10:53:02,354,5,piel dónde cerca república modelo cine eran través busca intereses primer oferta limitada,1,ZIP,spam
roberto68@example.net,vilanovatito@example.org,Tareas pendientes,2025-08-28 20:03:10,34,5,Afirmó costa cómo verdad tal. Vio fue estaba pequeño. Para más artículo alrededor cambios último sobre ocasión.,1,PDF,ham
juan-francisco93@example.com,lorenzo58@example.net,Viagra barato,2025-04-12 00:25:55,212,1,existe ahora nuevo otra valores otro joven misma hay jamás encima yo cuya militares oferta limitada,5,ZIP,spam
aristides40@example.org,fmorcillo@example.org,Reporte semanal,2025-05-23 16:54:25,274,3,Empresas grupos cada pensar muchas única. Trata muchos les jorge. Habría norte europa primera ello línea realizar.,1,Ninguno,ham
daninino@example.org,molinerconsuelo@example.net,Viagra barato,2025-07-23 03:22:04,39,5,domingo manuel día ideas diario cosas sistema programa civil reclama ya,1,DOCX,spam
florentina04@example.org,enriquezjonatan@example.com,¡Gana dinero rápido!,2025-06-02 10:10:30,332,3,cabeza tomar hombres instituciones lleva base nuevos conocer será oferta limitada,3,DOCX,spam
nadia92@example.org,qacero@example.org,Haz clic aquí para reclamar tu premio,2025-01-13 07:18:01,202,3,carta necesario experiencia partes peor universidad mayoría todos quiere actitud rosa las haz clic aquí,5,EXE,spam
rodenasricardo@example.org,socorro95@example.org,Tareas pendientes,2025-01-22 17:51:27,243,5,Origen zonas días han millones habla. Salud sería sentido mayores. Tuvo medio actual casa silencio área aumento. Iba difícil juez tan.,1,PDF,ham
placido58@example.net,emigdio65@example.org,Invitación a cumpleaños,2025-05-16 17:34:02,83,2,Un camino española programas esas d podemos. Nivel personas contrario ahí si miedo.,1,DOCX,ham
dferreras@example.com,ugartegoyo@example.org,Tareas pendientes,2025-05-22 04:08:05,313,3,Primero muerto tampoco parte. Habrá diciembre actual. Distintas parís lejos actividades amor presidente.,0,Ninguno,ham
dsobrino@example.net,esperanzamorata@example.net,Reporte semanal,2025-02-14 22:39:14,426,3,Quería última hijos nuevas régimen interior industria. Asunto jorge interés.,0,Ninguno,ham
novoaanunciacion@example.net,herminiogisbert@example.net,Tareas pendientes,2025-05-28 04:07:33,315,3,Carlos orden quedó función. Características distintas duda norte.,0,Ninguno,ham
vazquezchus@example.net,modesto84@example.com,Reunión de trabajo,2025-06-27 01:58:07,300,5,Mundo naturaleza podemos pueblo. Luz siete ciudad cargo lópez juego viene países.,1,Ninguno,ham
espanaedelmiro@example.org,vinasale@example.org,Viagra barato,2025-07-26 01:21:42,412,2,difícil niveles naturaleza muerte miguel puntos oferta limitada,4,ZIP,spam
vbatalla@example.com,crespoemperatriz@example.org,OFERTA exclusiva solo hoy,2025-05-21 04:07:55,140,3,con militares dio entrar acción problemas régimen últimos medida primeras haz clic aquí,4,ZIP,spam
vazquezflorentino@example.org,fabiana16@example.net,Tareas pendientes,2025-05-18 06:20:42,476,1,Datos dado técnica viaje. Existencia aparece i tenemos otros cuyo operación. Con características cómo crecimiento. Pasado misma través. Interior se unidos marcha.,1,Ninguno,ham
vmanrique@example.org,josep64@example.org,OFERTA exclusiva solo hoy,2025-04-24 20:05:27,269,5,unidad somos uso además visita gente ni explicó oferta limitada,5,EXE,spam
nachotur@example.com,jaime55@example.org,Tareas pendientes,2025-07-12 00:52:05,282,3,Niño tarde región demasiado. Próximo nacional resultado lugar. Debía cualquier adelante finalmente economía orden tener. Sido nuevas formas.,1,PDF,ham
alfaroadolfo@example.net,oscarbellido@example.net,Reunión de trabajo,2025-05-06 06:22:18,88,1,Algunas operación título congreso campaña. Políticas una fácil. Incluso valor amor pues hospital año ahora naturaleza. Primeras garcía precio estuvo.,0,DOCX,ham
mbolanos@example.net,porfirio99@example.org,Trabajo desde casa y gana $$$,2025-04-30 20:30:44,279,2,libro largo consumo cabo llevar les miedo e serán encuentra centro reclama ya,4,DOCX,spam
brunomoraleda@example.org,bautistaguerrero@example.com,OFERTA exclusiva solo hoy,2025-05-03 14:13:10,14,2,salida bajo ni recursos banco poco contenido conciencia muerto fuerzas b políticos oferta limitada,4,DOCX,spam
vbotella@example.net,blanca79@example.net,OFERTA exclusiva solo hoy,2025-02-13 12:06:04,495,3,aun son ejército haber dice el cuanto reclama ya,1,EXE,spam
kpallares@example.org,xfuente@example.com,¡Gana dinero rápido!,2025-05-24 17:14:12,482,5,sigue iba cuestión propia cual económico será industria cabo elecciones estuvo profesional destino reunión mitad reclama ya,3,EXE,spam
kescudero@example.net,ciprianoalamo@example.net,Haz clic aquí para reclamar tu premio,2025-05-04 22:17:44,490,4,especie diferencia jorge finalmente puntos secretario sin cultura nuevas régimen otros reclama ya,3,EXE,spam
oriana38@example.com,ordonezjosep@example.com,Invitación a cumpleaños,2025-07-31 10:02:09,465,4,Participación producción acto sobre. Servicio distintas posición informe dijo. Nuevos puesto común sabía buscar. Unidad perdido historia papel datos general fuerza imagen. Sentido carne mitad precisamente corazón va mayo.,0,Ninguno,ham
margarita10@example.com,olivia49@example.com,Reunión de trabajo,2025-05-18 03:23:19,64,1,Éste hermano afirmó realizar sala hecho aquí. Te prueba empresa policía les tal. Bueno decisión causa dado sólo estudio. Encontrar poder formación voz.,0,PDF,ham
heraclioanaya@example.net,ycuadrado@example.org,Trabajo desde casa y gana $$$,2025-05-29 07:33:13,47,4,teatro exterior desarrollo negro tales radio s base según pequeña fernando campo figura oferta limitada,3,PDF,spam
claudia28@example.org,godofredo19@example.org,Reporte semanal,2025-07-15 18:59:31,464,5,Tomar marcha rey la. Presenta usted g. Cámara porque industria años bueno necesidad producción desarrollo. Aire bajo dejó nos esfuerzo personal baja. Fiscal nombre aquí.,1,DOCX,ham
duranolimpia@example.org,bbatlle@example.org,Reporte semanal,2025-06-17 04:08:27,256,4,Valores nosotros libertad supuesto doctor cultural. Crecimiento fiscal armas consumo pese modelo miedo éste. C joven chile armas medio contra. Quiero otras empresas perdido antonio.,0,PDF,ham
maximianoescalona@example.com,che53@example.net,Haz clic aquí para reclamar tu premio,2025-05-28 23:04:51,397,4,segundo tras hizo aunque vista cargo especialmente explicó relaciones formación ii oferta limitada,3,ZIP,spam
sevecabrero@example.com,tellezelodia@example.com,Reporte semanal,2025-01-04 13:13:12,190,3,Esto grupo madrid antes vio. Importancia control primera.,0,PDF,ham
royojuanita@example.net,amilcaralvarez@example.com,Invitación a cumpleaños,2025-07-26 11:41:53,355,5,Flores teatro edad plazo. Llevar américa sea contenido nuevo sueño.,0,Ninguno,ham
severoamat@example.org,rosa-maria26@example.net,Viagra barato,2025-01-03 02:28:03,478,5,conseguir riesgo estoy oro memoria puerto rosa fútbol pesar dolor aquel produce reclama ya,3,DOCX,spam
prudencio79@example.org,solsonaema@example.org,¡Gana dinero rápido!,2025-02-02 09:53:26,328,3,tema estuvo diez necesidad podemos arriba hecho juez ocasiones país entre conseguir posibilidades varios grande haz clic aquí,3,DOCX,spam
bernabearaujo@example.com,jose-francisco85@example.org,¡Gana dinero rápido!,2025-08-23 19:24:43,31,5,datos aquel vio unas hecho aun persona garcía mediante ser tiene junto padre paso haz clic aquí,4,DOCX,spam
rosalina19@example.com,lupe78@example.org,Invitación a cumpleaños,2025-07-28 15:07:06,167,4,Dentro artículo escuela un conjunto principio punto. Centros pp pueda resultados este. Sabía española causa quienes puerta ningún origen. Área único ante siempre plan seguir saber.,0,PDF,ham
alvaro91@example.org,lbarcelo@example.com,Reunión de trabajo,2025-08-02 19:09:46,369,4,Uno juicio estado plaza más rodríguez. Nuestras paz conocimiento.,0,PDF,ham
casandrabarrio@example.com,buenoevangelina@example.org,Reporte semanal,2025-03-28 10:38:19,297,5,Encuentro objeto a voluntad gobierno unos. Niveles tenían francisco relaciones.,0,DOCX,ham
aitana98@example.com,mabril@example.org,Reporte semanal,2025-06-22 20:38:36,82,3,Marzo reunión toda volver cine creación. Concepto tampoco tendrá hace nosotros. Aspectos enfermedad dijo conocer político ciento.,1,DOCX,ham
edgardopineiro@example.com,lucascesar@example.net,Reunión de trabajo,2025-03-26 23:24:45,147,1,Hemos nosotros tiene sé dio comisión servicios. Vamos deben llegó tema paso. Francia términos manuel ello relaciones. Cuanto personas don razones también cierta. Memoria sigue estados energía autor es y señora.,1,Ninguno,ham
hboix@example.org,sorayafarre@example.com,¡Gana dinero rápido!,2025-05-15 14:55:51,273,3,asimismo buena lleva interior méxico teatro mesa los reclama ya,5,ZIP,spam
julian90@example.net,companymelchor@example.net,OFERTA exclusiva solo hoy,2025-04-10 21:17:28,399,4,hijos pesar será material puerto cultura medio dos idea hijos habían reclama ya,5,PDF,spam
heliodorofabregat@example.com,rtudela@example.com,¡Gana dinero rápido!,2025-04-09 21:23:43,447,3,gente ahí siendo época existencia cierto nos cuestión reclama ya,2,ZIP,spam
julio41@example.org,baltasarcarretero@example.net,Viagra barato,2025-06-14 17:26:58,407,1,ellos para diferentes año total banco salida cuestión productos es lado reclama ya,3,PDF,spam
falcorosaura@example.net,juanitafeliu@example.com,Confirmación de cita médica,2025-06-07 08:38:09,24,4,Posibilidad ello paciente distintas encuentran. Ocasiones ayuda señor visto trabajo. Nuestras carne ciento día. Miedo a texto éste cuadro.,0,Ninguno,ham
bernarditacalderon@example.org,zoraida97@example.net,Trabajo desde casa y gana $$$,2025-04-25 13:49:00,486,1,sus junto industria ciento horas acción poner barcelona haz clic aquí,4,DOCX,spam
reyes57@example.org,sobrinoreynaldo@example.org,OFERTA exclusiva solo hoy,2025-01-15 14:32:23,475,2,cine victoria formación espera razón humana constitución producto técnica situación casa reclama ya,1,ZIP,spam
fgallego@example.org,bienvenida00@example.com,Confirmación de cita médica,2025-04-02 08:40:14,20,2,Viaje mundial conocimiento modelo. Ambos pudo nivel b mano universidad natural trata. Último sus prueba economía porque garcía ser. Puerto oro área características pesetas.,0,Ninguno,ham
pomaresefrain@example.org,fespinosa@example.org,Viagra barato,2025-07-05 06:42:23,484,4,maría podrá fondo pacientes partir sería miedo un mejor rosa recuerdo común oferta limitada,5,ZIP,spam
emigdio70@example.org,czorrilla@example.net,OFERTA exclusiva solo hoy,2025-04-16 20:48:57,371,3,encuentran volver última produce hacerlo acto pueda aspecto estamos efectos segunda mujeres reclama ya,4,DOCX,spam
efrain73@example.net,dmartinez@example.com,Haz clic aquí para reclamar tu premio,2025-01-05 02:18:01,60,1,mucha función conseguir seguridad economía llegar millones tendrá resto vivir plan especie produce haz clic aquí,3,DOCX,spam
adelia43@example.net,anacastells@example.net,Reporte semanal,2025-04-25 06:39:26,423,1,Proyecto noviembre permite existe cuarto corte así días. Hijos investigación hombres tu carlos desarrollo económico unas. Fuerzas sueño deseo padres. Militares película papel bien.,1,PDF,ham
buendiavisitacion@example.org,cristinaolive@example.net,Trabajo desde casa y gana $$$,2025-06-14 05:28:06,28,3,siquiera centro televisión comunicación padre en acción corazón socialista oferta limitada,4,EXE,spam
aechevarria@example.net,lisandro05@example.com,Tareas pendientes,2025-01-31 15:28:44,323,5,Social vino teatro. Económico buscar gobierno fuego comenzó grupo pacientes.,0,PDF,ham
jpeiro@example.net,xiomarapaez@example.org,Viagra barato,2025-01-27 03:48:20,499,2,aumento años dice paso estructura pasó profesional siguientes instituciones capital haz clic aquí,4,DOCX,spam
borjaofelia@example.com,anastasiasalom@example.org,Invitación a cumpleaños,2025-04-14 22:04:03,133,2,Organización mayor mayoría hoy es. Puerto fin instituciones período hijos encuentran cámara llegado.,1,PDF,ham
maria-jesus33@example.org,murofidel@example.org,Trabajo desde casa y gana $$$,2025-04-11 23:05:35,235,5,superior eso pesar volvió mano seguir viejo haz clic aquí,3,EXE,spam
aroabejarano@example.com,hbriones@example.org,Reporte semanal,2025-05-26 12:50:04,77,2,Pequeño propios momentos fútbol i quizá aun unidos. Recursos pedro su américa otra varias. Marzo iglesia actitud psoe muchos función. Mundial norte enfermedad importante todavía viejo sin.,0,DOCX,ham
jbejarano@example.com,smayol@example.org,Haz clic aquí para reclamar tu premio,2025-03-07 21:17:09,106,1,gente real expresión mitad muerte tiempo haz clic aquí,2,ZIP,spam
lastranilda@example.org,narcisosamper@example.org,Invitación a cumpleaños,2025-01-09 17:39:12,362,1,Están formación silencio hay principio. Él área santiago respecto. Ciudad importante durante varias no eso estado.,0,Ninguno,ham
ldonaire@example.com,pcamacho@example.org,OFERTA exclusiva solo hoy,2025-04-17 16:24:28,482,2,elementos importancia luz puede carne reclama ya,5,DOCX,spam
torrenscrescencia@example.net,cirinoarellano@example.org,OFERTA exclusiva solo hoy,2025-06-05 20:25:41,241,2,pequeña director único ministro hubo historia domingo reclama ya,5,PDF,spam
bernardo13@example.com,santamarianereida@example.com,Reporte semanal,2025-06-24 19:01:45,63,3,Sido energía atención quiere luz sí martín libre. Y nuevas dólares sistemas. Partidos control período tipos torno universidad. Posición martín decir obra esfuerzo estudio grupos. Elementos van durante habría.,1,PDF,ham
mecheverria@example.org,cjurado@example.com,Haz clic aquí para reclamar tu premio,2025-05-01 22:24:57,293,3,realizar conciencia buscar necesidad sabía según oferta limitada,1,ZIP,spam
domenechinocencio@example.org,neiraagata@example.org,¡Gana dinero rápido!,2025-04-30 02:57:15,276,2,arriba memoria pone fernando puerto haz clic aquí,4,PDF,spam
chelo02@example.com,emilianocerda@example.net,Viagra barato,2025-01-22 14:49:05,364,5,situación consejo importantes lugar o autoridades en torno campo nueva rey hablar cuatro porque principales reclama ya,4,ZIP,spam
agullomaria-pilar@example.com,broig@example.net,Tareas pendientes,2025-03-12 21:42:03,149,2,Constitución las producción ve especial toda p guerra. Efectos público técnica cabo medios partir campaña. Memoria pasa siendo manera unos. Encima niveles este tiene político. Joven época ello otra capital especialmente acciones pequeño.,1,DOCX,ham
buendiajose-ignacio@example.net,juan-antoniootero@example.org,Confirmación de cita médica,2025-08-08 07:56:39,478,5,Grupo público mes unión hijos. Decisión derechos sentido primeros ambiente puesto. Muy el que oficial efectos reforma materia. Varios al pie fin instituciones tipos ya personal. Dólares dar estilo fueron su.,1,DOCX,ham
trinidadmillan@example.com,ferrandosusanita@example.org,Invitación a cumpleaños,2025-01-26 01:42:14,257,4,Mundo noviembre podía c nivel acciones. Derecho lugar precio capacidad oro. Francia estructura precio blanca. Ese hombre proceso larga. Reforma pasó donde siendo.,1,DOCX,ham
cabezasflora@example.net,emilianohurtado@example.net,Reunión de trabajo,2025-07-26 18:14:54,103,3,Alta problemas ojos etapa hecho. Nadie cultura i origen existen tema. Sino soy música suelo hijo días fuerzas.,1,PDF,ham
